timestamp,temperature,humidity,pm25,co2,light,noise,status
2026-01-01 20:50:00,34.48,60.83,41.57,623.97,285.67,49.53,Moderate
2026-01-01 21:00:00,26.52,72.42,20.83,359.06,317.89,52.81,Good
2026-01-01 21:10:00,27.58,63.97,48.37,681.83,719.81,54.89,Good
2026-01-01 21:20:00,29.25,69.49,43.58,557.27,339.72,56.2,Good
2026-01-01 21:30:00,27.74,72.63,43.62,508.85,698.43,55.78,Good
2026-01-01 21:40:00,25.12,72.57,40.26,541.08,413.54,58.49,Good
2026-01-01 21:50:00,29.17,73.38,35.24,546.24,450.34,61.75,Good
2026-01-01 22:00:00,26.34,82.91,43.07,376.88,610.55,58.14,Good
2026-01-01 22:10:00,30.18,73.63,42.1,699.49,640.78,58.63,Good
2026-01-01 22:20:00,26.7,68.05,30.75,554.13,433.38,42.34,Good
2026-01-01 22:30:00,32.87,77.71,28.12,594.3,391.76,55.4,Good
2026-01-01 22:40:00,27.04,79.52,36.22,645.15,441.61,58.84,Good
2026-01-01 22:50:00,28.19,60.18,53.59,447.88,500.69,60.83,Moderate
2026-01-01 23:00:00,31.03,74.78,20.13,597.35,583.7,49.46,Good
2026-01-01 23:10:00,25.92,75.61,17.39,523.24,450.63,49.73,Good
2026-01-01 23:20:00,29.57,67.62,36.98,634.68,542.83,50.41,Good
2026-01-01 23:30:00,32.27,81.01,35.61,350.0,695.75,59.29,Good
2026-01-01 23:40:00,24.98,68.8,37.08,540.09,507.2,63.27,Good
2026-01-01 23:50:00,29.46,71.0,37.93,489.72,496.75,51.74,Good
2026-01-02 00:00:00,29.65,68.62,32.32,593.23,222.16,62.26,Good
2026-01-02 00:10:00,30.95,70.12,52.88,597.0,55.39,55.99,Moderate
2026-01-02 00:20:00,25.91,61.23,15.79,479.24,508.26,54.01,Good
2026-01-02 00:30:00,25.7,58.48,25.06,478.78,435.78,53.31,Good
2026-01-02 00:40:00,30.3,82.76,33.76,538.93,372.78,60.97,Good
2026-01-02 00:50:00,29.74,63.22,15.28,460.34,486.53,57.6,Good
2026-01-02 01:00:00,29.63,62.07,32.89,634.2,440.94,73.21,Moderate
2026-01-02 01:10:00,29.87,52.77,54.94,513.08,619.17,48.18,Moderate
2026-01-02 01:20:00,27.3,64.89,35.25,350.0,462.92,59.14,Good
2026-01-02 01:30:00,29.58,59.42,37.77,512.52,337.96,50.77,Good
2026-01-02 01:40:00,29.73,83.14,19.88,446.15,598.52,48.05,Good
2026-01-02 01:50:00,27.21,78.08,27.6,386.87,417.43,54.91,Good
2026-01-02 02:00:00,33.66,64.49,30.5,426.26,528.98,56.1,Moderate
2026-01-02 02:10:00,30.18,88.02,31.19,560.94,378.39,78.35,Moderate
2026-01-02 02:20:00,35.26,96.09,153.14,1278.87,352.53,69.95,Poor
2026-01-02 02:30:00,30.64,67.4,41.69,581.32,462.63,45.96,Good
2026-01-02 02:40:00,26.56,50.0,21.66,489.35,451.92,57.18,Good
2026-01-02 02:50:00,30.97,88.33,37.96,595.59,521.97,38.4,Good
2026-01-02 03:00:00,31.9,58.88,40.98,504.09,409.7,54.26,Good
2026-01-02 03:10:00,26.95,56.84,48.68,480.54,174.55,55.13,Good
2026-01-02 03:20:00,31.41,78.18,53.97,434.56,385.08,61.36,Moderate
2026-01-02 03:30:00,30.03,89.52,22.82,374.82,569.07,62.79,Good
2026-01-02 03:40:00,31.06,81.07,25.27,511.01,405.39,50.97,Good
2026-01-02 03:50:00,33.74,74.51,19.91,565.81,413.04,53.8,Moderate
2026-01-02 04:00:00,28.39,74.76,32.19,540.34,597.96,48.87,Good
2026-01-02 04:10:00,27.12,76.83,40.6,508.4,343.2,45.98,Good
2026-01-02 04:20:00,26.78,76.07,46.85,455.43,218.58,57.48,Good
2026-01-02 04:30:00,26.96,72.25,34.09,610.82,425.91,44.81,Good
2026-01-02 04:40:00,28.81,70.83,31.16,418.29,377.37,51.68,Good
2026-01-02 04:50:00,29.85,69.5,36.82,627.6,305.06,47.04,Good
2026-01-02 05:00:00,29.69,63.97,24.98,449.78,423.69,59.4,Good
2026-01-02 05:10:00,31.07,67.75,60.07,474.76,523.73,69.41,Moderate
2026-01-02 05:20:00,42.01,76.84,100.85,1166.45,448.61,61.2,Poor
2026-01-02 05:30:00,32.63,69.21,37.22,499.86,496.05,40.18,Good
2026-01-02 05:40:00,28.34,62.09,59.28,647.53,722.01,54.0,Moderate
2026-01-02 05:50:00,35.8,61.17,35.08,601.56,398.57,55.13,Moderate
2026-01-02 06:00:00,30.56,71.44,32.72,647.84,491.75,56.75,Good
2026-01-02 06:10:00,26.86,81.14,30.71,602.21,373.62,51.43,Good
2026-01-02 06:20:00,26.32,77.35,32.84,439.63,323.05,53.39,Good
2026-01-02 06:30:00,30.21,57.44,51.47,516.92,362.26,57.94,Moderate
2026-01-02 06:40:00,28.44,62.08,8.46,471.98,378.19,63.32,Good
2026-01-02 06:50:00,30.79,77.53,53.4,683.06,503.92,39.36,Moderate
2026-01-02 07:00:00,30.18,62.14,17.91,430.32,802.36,52.05,Good
2026-01-02 07:10:00,28.82,68.2,31.8,639.37,342.59,56.71,Good
2026-01-02 07:20:00,26.88,74.4,29.85,639.3,387.51,47.66,Good
2026-01-02 07:30:00,25.21,62.25,42.06,732.96,440.53,68.85,Moderate
2026-01-02 07:40:00,27.88,70.84,15.82,509.03,509.37,49.92,Good
2026-01-02 07:50:00,31.14,59.33,40.55,621.23,489.53,54.67,Good
2026-01-02 08:00:00,29.54,65.19,59.29,778.17,642.61,59.45,Moderate
2026-01-02 08:10:00,25.89,72.56,18.64,488.24,86.04,50.27,Good
2026-01-02 08:20:00,29.43,57.26,37.28,396.5,91.96,40.23,Good
2026-01-02 08:30:00,29.96,73.52,27.06,362.0,375.62,51.57,Good
2026-01-02 08:40:00,26.79,69.84,40.11,621.27,614.6,63.24,Good
2026-01-02 08:50:00,29.38,74.42,35.23,361.68,215.15,52.3,Good
2026-01-02 09:00:00,29.15,71.79,27.3,512.77,50.0,48.23,Good
2026-01-02 09:10:00,26.14,80.91,40.85,593.73,535.68,62.41,Good
2026-01-02 09:20:00,29.89,71.0,56.65,568.52,486.55,52.35,Moderate
2026-01-02 09:30:00,30.4,66.56,32.71,592.54,286.47,50.92,Good
2026-01-02 09:40:00,31.71,70.98,43.64,572.23,302.17,56.2,Good
2026-01-02 09:50:00,31.63,74.35,19.48,677.89,304.54,61.17,Good
2026-01-02 10:00:00,25.56,70.39,23.52,454.77,466.58,74.05,Moderate
2026-01-02 10:10:00,26.66,70.32,40.67,482.3,356.05,61.62,Good
2026-01-02 10:20:00,30.29,64.38,52.81,472.73,524.11,64.28,Moderate
2026-01-02 10:30:00,30.28,64.7,39.27,633.02,50.0,50.95,Good
2026-01-02 10:40:00,30.29,58.78,31.24,640.04,321.47,46.79,Good
2026-01-02 10:50:00,38.63,84.0,34.99,595.12,281.09,55.5,Poor
2026-01-02 11:00:00,30.43,60.05,20.0,668.35,411.55,55.86,Good
2026-01-02 11:10:00,31.84,64.46,42.25,432.2,369.29,46.37,Good
2026-01-02 11:20:00,31.39,64.25,45.59,716.72,569.68,53.6,Good
2026-01-02 11:30:00,30.63,77.16,29.57,702.32,171.1,58.19,Good
2026-01-02 11:40:00,28.21,67.64,29.36,623.56,456.82,57.88,Good
2026-01-02 11:50:00,30.9,79.98,38.19,728.18,533.75,59.03,Good
2026-01-02 12:00:00,27.07,64.61,29.76,384.34,728.5,57.33,Good
2026-01-02 12:10:00,28.41,72.23,34.21,497.56,377.74,50.94,Good
2026-01-02 12:20:00,27.79,63.32,60.2,476.47,498.67,50.89,Moderate
2026-01-02 12:30:00,29.2,87.16,32.04,622.15,179.42,45.41,Good
2026-01-02 12:40:00,34.79,60.5,30.7,444.99,91.21,69.28,Moderate
2026-01-02 12:50:00,24.33,72.48,27.23,625.75,576.72,55.11,Good
2026-01-02 13:00:00,30.72,75.07,43.93,687.05,449.17,53.2,Good
2026-01-02 13:10:00,24.97,73.31,32.83,619.52,626.78,47.57,Good
2026-01-02 13:20:00,27.82,68.52,27.21,578.38,243.99,78.49,Moderate
2026-01-02 13:30:00,31.72,68.96,50.86,451.21,527.99,46.41,Moderate
2026-01-02 13:40:00,43.18,85.45,158.38,1078.39,730.32,79.43,Poor
2026-01-02 13:50:00,26.31,68.82,27.79,674.96,512.96,58.33,Good
2026-01-02 14:00:00,27.21,77.71,12.6,627.93,491.49,59.8,Good
2026-01-02 14:10:00,30.7,87.68,47.09,546.1,451.28,62.66,Good
2026-01-02 14:20:00,27.17,65.54,26.78,508.21,214.37,69.46,Moderate
2026-01-02 14:30:00,29.54,59.04,44.49,350.0,653.34,59.05,Good
2026-01-02 14:40:00,29.11,69.29,11.36,442.91,358.37,46.55,Good
2026-01-02 14:50:00,27.37,90.64,45.71,741.14,525.67,52.94,Good
2026-01-02 15:00:00,34.36,63.57,20.47,421.95,215.54,57.46,Moderate
2026-01-02 15:10:00,30.58,83.11,43.77,568.95,273.08,71.55,Moderate
2026-01-02 15:20:00,23.94,83.42,35.17,650.74,665.26,43.82,Good
2026-01-02 15:30:00,29.47,65.57,23.55,424.51,397.9,64.62,Good
2026-01-02 15:40:00,27.35,74.55,30.12,568.47,667.99,56.44,Good
2026-01-02 15:50:00,31.13,83.03,43.24,643.79,438.27,61.7,Good
2026-01-02 16:00:00,27.02,66.97,36.27,551.25,173.72,54.18,Good
2026-01-02 16:10:00,28.71,68.37,42.01,836.84,583.81,48.26,Moderate
2026-01-02 16:20:00,30.26,65.35,58.72,383.14,361.52,61.01,Moderate
2026-01-02 16:30:00,31.16,61.88,16.23,655.87,554.8,60.24,Good
2026-01-02 16:40:00,26.0,64.81,54.41,532.72,453.78,62.78,Moderate
2026-01-02 16:50:00,28.16,60.21,36.25,627.19,218.53,54.89,Good
2026-01-02 17:00:00,27.81,70.27,24.21,594.13,474.64,50.2,Good
2026-01-02 17:10:00,27.37,63.84,19.04,476.68,779.43,42.53,Good
2026-01-02 17:20:00,33.41,71.87,32.73,572.9,523.95,61.55,Moderate
2026-01-02 17:30:00,30.01,57.55,46.06,364.21,441.37,58.39,Good
2026-01-02 17:40:00,25.85,72.65,33.47,610.32,611.3,47.27,Good
2026-01-02 17:50:00,31.29,76.67,53.13,579.82,481.6,50.69,Moderate
2026-01-02 18:00:00,34.31,54.05,17.59,613.87,481.43,51.27,Moderate
2026-01-02 18:10:00,31.58,72.99,34.85,655.81,286.26,43.14,Good
2026-01-02 18:20:00,25.2,79.82,19.97,586.76,485.08,48.46,Good
2026-01-02 18:30:00,27.79,60.32,39.36,564.81,605.32,45.93,Good
2026-01-02 18:40:00,32.17,83.38,45.64,461.89,324.59,51.7,Good
2026-01-02 18:50:00,27.23,73.35,29.95,478.78,663.67,49.09,Good
2026-01-02 19:00:00,30.11,64.36,5.0,668.67,436.24,41.98,Good
2026-01-02 19:10:00,30.94,69.55,37.39,693.63,316.83,71.18,Moderate
2026-01-02 19:20:00,26.68,74.47,40.24,526.19,599.64,65.02,Moderate
2026-01-02 19:30:00,28.85,70.61,39.85,554.6,406.98,48.77,Good
2026-01-02 19:40:00,20.9,74.31,49.83,459.54,563.93,57.18,Good
2026-01-02 19:50:00,26.44,62.63,22.15,667.28,406.24,58.34,Good
2026-01-02 20:00:00,28.37,71.35,43.16,616.54,441.03,64.53,Good
2026-01-02 20:10:00,25.88,58.69,49.31,744.12,524.03,48.45,Good
2026-01-02 20:20:00,33.08,69.11,13.66,462.17,493.63,63.74,Moderate
2026-01-02 20:30:00,25.42,62.77,38.84,512.2,150.67,50.62,Good
2026-01-02 20:40:00,27.9,64.12,28.95,573.14,281.81,44.31,Good
2026-01-02 20:50:00,29.33,79.89,34.02,614.65,589.41,60.79,Good
2026-01-02 21:00:00,32.6,78.73,39.17,528.43,430.18,65.33,Moderate
2026-01-02 21:10:00,25.41,74.87,29.15,462.7,371.44,75.7,Moderate
2026-01-02 21:20:00,31.91,61.26,26.89,638.14,246.21,45.4,Good
2026-01-02 21:30:00,29.03,67.47,35.41,622.11,288.04,60.59,Good
2026-01-02 21:40:00,26.55,79.7,21.95,458.37,146.73,51.72,Good
2026-01-02 21:50:00,30.16,71.13,21.97,685.54,434.81,61.27,Good
2026-01-02 22:00:00,40.55,100.0,119.86,1414.67,360.23,72.78,Poor
2026-01-02 22:10:00,27.5,73.15,21.21,563.43,305.01,44.9,Good
2026-01-02 22:20:00,29.17,71.54,43.0,557.96,439.78,48.79,Good
2026-01-02 22:30:00,28.04,67.53,40.55,605.41,504.6,55.63,Good
2026-01-02 22:40:00,29.28,71.07,14.29,463.83,763.98,49.87,Good
2026-01-02 22:50:00,30.66,68.78,26.87,553.0,223.22,60.27,Good
2026-01-02 23:00:00,32.97,75.66,49.33,350.0,623.91,63.22,Good
2026-01-02 23:10:00,25.91,77.65,23.23,637.65,595.97,59.8,Good
2026-01-02 23:20:00,34.33,63.71,29.43,393.85,333.14,67.95,Moderate
2026-01-02 23:30:00,24.12,59.35,40.54,700.34,480.49,58.33,Good
2026-01-02 23:40:00,28.62,55.31,44.4,516.99,381.36,45.26,Good
2026-01-02 23:50:00,30.47,74.06,31.98,528.83,477.85,65.91,Moderate
2026-01-03 00:00:00,29.7,61.17,27.83,487.23,676.37,50.16,Good
2026-01-03 00:10:00,27.44,52.78,52.07,521.2,540.84,62.28,Moderate
2026-01-03 00:20:00,28.48,73.11,55.87,691.85,526.29,67.59,Moderate
2026-01-03 00:30:00,27.77,89.94,46.75,350.0,385.45,58.65,Good
2026-01-03 00:40:00,27.53,69.95,36.02,677.7,227.39,43.03,Good
2026-01-03 00:50:00,31.12,76.71,25.3,583.8,418.73,47.65,Good
2026-01-03 01:00:00,29.89,70.65,25.03,429.3,630.99,65.58,Moderate
2026-01-03 01:10:00,27.27,69.21,41.27,442.47,220.92,53.65,Good
2026-01-03 01:20:00,31.25,77.35,40.02,717.64,291.74,55.64,Good
2026-01-03 01:30:00,29.77,67.68,51.82,455.45,468.94,61.07,Moderate
2026-01-03 01:40:00,31.03,72.14,42.81,434.66,302.3,60.57,Good
2026-01-03 01:50:00,30.57,72.57,16.96,663.73,331.12,57.23,Good
2026-01-03 02:00:00,26.93,64.66,47.62,583.86,386.46,53.33,Good
2026-01-03 02:10:00,27.6,77.94,23.02,456.21,245.16,52.5,Good
2026-01-03 02:20:00,30.87,68.6,30.39,571.66,303.88,61.86,Good
2026-01-03 02:30:00,30.53,63.95,38.0,447.42,555.51,59.43,Good
2026-01-03 02:40:00,39.74,94.92,144.14,1074.31,253.89,70.22,Poor
2026-01-03 02:50:00,29.29,62.81,72.32,656.14,210.32,63.66,Moderate
2026-01-03 03:00:00,32.19,70.23,42.28,603.2,355.5,53.97,Good
2026-01-03 03:10:00,27.52,69.93,32.8,586.17,559.79,48.19,Good
2026-01-03 03:20:00,30.37,78.69,41.41,726.12,420.46,48.93,Good
2026-01-03 03:30:00,28.49,73.8,45.65,549.97,380.31,47.17,Good
2026-01-03 03:40:00,28.46,69.8,31.15,431.81,456.65,52.82,Good
2026-01-03 03:50:00,31.75,76.54,56.54,594.95,188.14,64.87,Moderate
2026-01-03 04:00:00,31.06,81.12,37.76,758.6,524.21,48.56,Good
2026-01-03 04:10:00,31.03,74.46,40.97,448.52,507.52,56.51,Good
2026-01-03 04:20:00,45.0,88.25,156.78,1135.51,388.6,79.14,Poor
2026-01-03 04:30:00,29.05,59.51,40.06,591.64,600.89,52.92,Good
2026-01-03 04:40:00,30.7,61.48,45.07,544.61,280.88,42.92,Good
2026-01-03 04:50:00,28.22,67.56,27.59,451.77,619.19,53.24,Good
2026-01-03 05:00:00,29.81,65.12,28.3,662.19,473.17,53.45,Good
2026-01-03 05:10:00,28.67,68.5,21.8,782.0,399.52,59.32,Good
2026-01-03 05:20:00,29.24,70.45,40.27,569.61,447.02,56.79,Good
2026-01-03 05:30:00,30.49,74.24,44.35,459.59,433.91,45.41,Good
2026-01-03 05:40:00,26.95,69.44,40.49,395.1,633.04,63.67,Good
2026-01-03 05:50:00,34.23,73.89,55.09,575.8,288.5,56.68,Moderate
2026-01-03 06:00:00,26.48,70.52,34.93,660.39,335.62,56.59,Good
2026-01-03 06:10:00,25.96,54.2,43.02,597.52,605.45,54.93,Good
2026-01-03 06:20:00,31.9,62.49,21.9,549.76,360.67,50.86,Good
2026-01-03 06:30:00,30.98,68.85,30.35,491.07,585.08,56.74,Good
2026-01-03 06:40:00,30.56,60.32,43.35,440.78,704.92,58.8,Good
2026-01-03 06:50:00,30.57,74.8,45.19,633.48,389.73,41.02,Good
2026-01-03 07:00:00,28.97,82.25,31.47,641.38,552.2,50.69,Good
2026-01-03 07:10:00,26.76,79.75,34.14,395.43,276.95,52.96,Good
2026-01-03 07:20:00,29.19,68.29,16.79,708.98,563.21,57.05,Good
2026-01-03 07:30:00,41.93,100.0,136.39,1262.9,479.91,80.27,Poor
2026-01-03 07:40:00,45.0,87.8,157.98,1152.22,520.96,73.15,Poor
2026-01-03 07:50:00,28.63,67.3,41.9,415.79,353.16,51.02,Good
2026-01-03 08:00:00,26.94,65.09,41.01,413.42,200.84,50.9,Good
2026-01-03 08:10:00,28.2,67.58,35.6,535.1,525.49,48.59,Good
2026-01-03 08:20:00,30.03,66.89,35.08,600.28,140.49,52.22,Good
2026-01-03 08:30:00,27.59,71.36,27.08,729.64,402.4,61.17,Good
2026-01-03 08:40:00,26.94,71.28,43.39,620.61,591.18,46.57,Good
2026-01-03 08:50:00,29.61,70.02,40.05,525.73,478.78,58.42,Good
2026-01-03 09:00:00,29.61,73.5,40.9,447.36,742.25,41.38,Good
2026-01-03 09:10:00,27.73,79.53,28.69,673.0,603.77,50.51,Good
